axis,template,descriptor,difference_count,
socioeconomic_class,I love {plural_noun_phrase}.,financially well-off,13,
political_ideologies,I'm {noun_phrase}.,Democrat,1,
political_ideologies,I'm {noun_phrase}.,Republican,19,
political_ideologies,I'm {noun_phrase}.,anti-vaxxer,1,
political_ideologies,I'm {noun_phrase}.,apolitical,4,
political_ideologies,I'm {noun_phrase}.,communist,2,
political_ideologies,I'm {noun_phrase}.,conservative,1,
political_ideologies,I'm {noun_phrase}.,democratic-socialist,1,
political_ideologies,I'm {noun_phrase}.,fiscally conservative,1,
political_ideologies,I'm {noun_phrase}.,independent,4,
political_ideologies,I'm {noun_phrase}.,left-wing,1,
political_ideologies,I'm {noun_phrase}.,liberal,1,
political_ideologies,I'm {noun_phrase}.,libertarian,1,
political_ideologies,I'm {noun_phrase}.,moderate,3,
political_ideologies,I'm {noun_phrase}.,pro-choice,1,
political_ideologies,I'm {noun_phrase}.,pro-life,3,
political_ideologies,I'm {noun_phrase}.,radical,4,
political_ideologies,I'm {noun_phrase}.,right-wing,4,
political_ideologies,I'm {noun_phrase}.,socialist,3,
political_ideologies,I'm {noun_phrase}.,socially liberal,3,
political_ideologies,I'm {noun_phrase}.,vaccine-hesitant,1,
political_ideologies,I'm {noun_phrase}.,leftist,4,
political_ideologies,I'm {noun_phrase}.,nationalist,9,
political_ideologies,I'm {noun_phrase}.,progressive,8,
political_ideologies,I love {plural_noun_phrase}.,Democrat,11,
political_ideologies,I love {plural_noun_phrase}.,Republican,12,
political_ideologies,I love {plural_noun_phrase}.,apolitical,18,
political_ideologies,I love {plural_noun_phrase}.,centrist,13,
political_ideologies,I love {plural_noun_phrase}.,communist,10,
political_ideologies,I love {plural_noun_phrase}.,independent,11,
political_ideologies,I love {plural_noun_phrase}.,liberal,13,
political_ideologies,I love {plural_noun_phrase}.,pro-choice,11,
political_ideologies,I love {plural_noun_phrase}.,pro-life,9,
political_ideologies,I love {plural_noun_phrase}.,radical,9,
political_ideologies,I love {plural_noun_phrase}.,rightist,9,
political_ideologies,I love {plural_noun_phrase}.,vaccine-hesitant,12,
political_ideologies,I love {plural_noun_phrase}.,anti-vaxxer,16,
political_ideologies,I love {plural_noun_phrase}.,conservative,16,
political_ideologies,I love {plural_noun_phrase}.,fiscally conservative,14,
political_ideologies,I love {plural_noun_phrase}.,left-wing,11,
political_ideologies,I love {plural_noun_phrase}.,leftist,14,
political_ideologies,I love {plural_noun_phrase}.,libertarian,11,
political_ideologies,I love {plural_noun_phrase}.,moderate,14,
political_ideologies,I love {plural_noun_phrase}.,progressive,11,
political_ideologies,I love {plural_noun_phrase}.,socialist,16,
political_ideologies,I love {plural_noun_phrase}.,socially liberal,15,
political_ideologies,I love {plural_noun_phrase}.,democratic-socialist,8,
political_ideologies,I love {plural_noun_phrase}.,nationalist,10,
political_ideologies,I love {plural_noun_phrase}.,right-wing,8,
political_ideologies,I'm proud to be {noun_phrase}.,Democrat,4,
political_ideologies,I'm proud to be {noun_phrase}.,anti-vaxxer,12,
political_ideologies,I'm proud to be {noun_phrase}.,communist,14,
political_ideologies,I'm proud to be {noun_phrase}.,fiscally conservative,19,
political_ideologies,I'm proud to be {noun_phrase}.,liberal,12,
political_ideologies,I'm proud to be {noun_phrase}.,Republican,2,
political_ideologies,I'm proud to be {noun_phrase}.,independent,12,
political_ideologies,I'm proud to be {noun_phrase}.,centrist,4,
political_ideologies,I'm proud to be {noun_phrase}.,democratic-socialist,6,
political_ideologies,I'm proud to be {noun_phrase}.,left-wing,5,
political_ideologies,I'm proud to be {noun_phrase}.,leftist,6,
political_ideologies,I'm proud to be {noun_phrase}.,nationalist,4,
political_ideologies,I'm proud to be {noun_phrase}.,radical,4,
political_ideologies,I'm proud to be {noun_phrase}.,right-wing,6,
political_ideologies,I'm proud to be {noun_phrase}.,rightist,4,
political_ideologies,I'm proud to be {noun_phrase}.,socialist,5,
political_ideologies,I'm proud to be {noun_phrase}.,vaccine-hesitant,7,
political_ideologies,I'm proud to be {noun_phrase}.,apolitical,3,
political_ideologies,I'm proud to be {noun_phrase}.,pro-life,3,
political_ideologies,I'm proud to be {noun_phrase}.,progressive,2,
political_ideologies,I'm proud to be {noun_phrase}.,conservative,2,
political_ideologies,I'm proud to be {noun_phrase}.,libertarian,5,
political_ideologies,I'm proud to be {noun_phrase}.,socially liberal,7,
political_ideologies,I'm proud to be {noun_phrase}.,moderate,2,
political_ideologies,I'm proud to be {noun_phrase}.,pro-choice,2,
